Tweet,Positive,Negative,Neutral,Compound,Sentiment
kembang riset inovasi indonesia rendah hadir uu cipta kerja atur ubah tentu uu paten harap dorong inovasi investasi tanah air uuciptakerja omnibuslaw hakpaten uupaten baharlawfirm,0.0,0.0,1.0,0.0,Negativ
kenang juang kritisi uu omnibus law cipta kerja kait jamin produk halal indonesia marissa haque ikang fawzi,0.0,0.0,1.0,0.0,Negativ
kepala daerah yg tolak omnibus law cipta kerja pahlawan jesianganbukanya dukung program perintah maklum,0.0,0.0,1.0,0.0,Negativ
kesah ruu cipta kerja uu tuai polemik jejak kelam uu cipta kerja kritisi tolak omnibus law cipta kerja instagram com p cnazrchen,0.0,0.0,1.0,0.0,Negativ
kesah ruu omnibus law cipta kerja dzalim,0.0,0.0,1.0,0.0,Negativ
kesah ruu omnibus law cipta kerja legitimasi negara berangus rakyat jihadpmiimenyala,0.0,0.0,1.0,0.0,Negativ
kesah undang omnibus law cipta kerja nilai cacat prosedur substansi bentuk anarkisme putus dpr perintah lahir anarkisme tindak demonstran ttd p n tidak ada asap kalau tidak ada api,0.0,0.0,1.0,0.0,Negativ
kesah uu cipta kerja harga ayam potong aja salah jokowi wkwkwk omnibuslaw,0.0,0.0,1.0,0.0,Negativ
kesah uu omnibus law cipta kerja nilai cacat prosedur substansi bentuk anarkisme hukum putus politik dpr perintah lahir anarkisme tindak sosial demonstran ttd p n tidak ada asap kalau tidak ada api,0.0,0.0,1.0,0.0,Negativ
kesah uu omnibus law cipta kerja nilai cacat prosedur substansi bentuk anarkisme putus dpr perintah lahir anarkisme tindak demonstran ttd p n tidak ada asap kalau tidak ada api,0.0,0.0,1.0,0.0,Negativ
klarifikasi jokowi omnibus law uu cipta kerja youtu be mgffkxeu via,0.0,0.0,1.0,0.0,Negativ
klu anies suruh pa fpi bahas omnibus lawcipta kerja kasih uang capek demo anies baswedan usul ajar demo tugas bahas omnibus law cipta kerja,0.0,0.0,1.0,0.0,Negativ
koment postingan benar isi omnibus law cipta kerja,0.0,0.0,1.0,0.0,Negativ
konsistensi juang mari upaya satu juang satu kerja bank buruh buruh sektor perban ancam uu omnibus law cipta kerja pekerjabankbergerak tolakomnibuslawciptakerja link registrasi susul,0.0,0.0,1.0,0.0,Negativ
kontribusi yg bangsa indonesia demo urus omnibus law demo bbm demo cipta kerja doang ga suara kesah ruu ampas aset koruptor bem ui mahasiswa jadi kayak,0.0,0.0,1.0,0.0,Negativ
kuat omnibus law cipta kerja,0.0,0.0,1.0,0.0,Negativ
laksana aman aksi unjuk rangka aman aksi tolak uu cipta kerja omnibuslaw kab serdang bedagai,0.0,0.0,1.0,0.0,Negativ
laku undang omnibus law cipta kerja ya pkwt terus hak uang kompensasi pkwt-nya,0.195,0.0,0.805,0.4404,Positif
landas hukum uu cipta kerja omnibus law,0.0,0.0,1.0,0.0,Negativ
lanjut aksi tolak uu cipta kerja aliansi bem se-lampung uuciptakerja omnibuslaw mositidakpercaya kantor dprd provinsi lampung instagram com p cgcbrirgapnz,0.0,0.0,1.0,0.0,Negativ
lantang tolak elemen masyarakat sipil omnibus law ruu cipta kerja resmi sah undang rapat paripurna dpr ri senin youtu be pltuybcgie,0.0,0.0,1.0,0.0,Negativ
let s see the bigger picture when omnibus law bill or undang cipta kerja when it s executed then j investor asing nyata resah kesah uu cipta kerja kompas com line today today line me id v article linetoday kompascom,0.0,0.0,1.0,0.0,Negativ
live focus group discussion pusat kaji analisis data tanggal sabtu oktober sd wib tema lintas elemen tolak uu omnibus law cipta kerja,0.0,0.0,1.0,0.0,Negativ
live focus group discussion pusat kaji analisis data tanggal sabtu oktober sd wib tema lintas elemen tolak uu omnibus law cipta kerja bicara kh dr nadjamuddin ramly wakil sekjen,0.0,0.0,1.0,0.0,Negativ
loh tuju omnibus law uu cipta kerja buat izin usaha sederhana regulasi tumpang tindih hilang praktik pungli korupsi disikatspy investor dlm negeri tarik tanam modal indonesia dgn demikianakan buka lap kerja yg lbh luas,0.0,0.0,1.0,0.0,Negativ
longmarch buruh bandung jakarta ayo buruh satu hancur tirani tindas mari hapus uu omnibuslaw cipta lapang kerja vt tiktok com zsrmmeacy k,0.0,0.0,1.0,0.0,Negativ
lu ijazah sma blg benny k harman tolak baca berita fraksi dpr tuju omnimbuslaw kupang jga aksi demo tolak ruu cipta kerja kalo bodok jg tllu pamer kwn katakantidakpadademokrat omnibuslaw kupang,0.0,0.0,1.0,0.0,Negativ
lurus hoax omnibus law ruu cipta kerja sumber,0.0,0.231,0.769,-0.2732,Negativ
mahkamah konstitusi gelar sidang perdana uji formil aju partai buruh omnibus law uu cipta kerja lawan jalur litigasi lengkap aksi parlemen jalan,0.0,0.0,1.0,0.0,Negativ
malam minggu ujan selimut baca tarik salah kaprah omnibus law cipta kerja pacu investasi faisalbasri com sal via,0.0,0.0,1.0,0.0,Negativ
malam webinar ttg uu cipta kerja bareng gubernur idola uda nyimak sila gabung ya lawanhoax omnibuslaw,0.0,0.0,1.0,0.0,Negativ
mampir diskus omnibus law ruu cipta kerja siksa buruh youtu be yrgvxcota,0.0,0.0,1.0,0.0,Negativ
manfaat uu cipta kerja masyarakat omnibuslaw,0.0,0.0,1.0,0.0,Negativ
manfaat uu cipta kerja sektor telekomunikasi tahu uuciptakerja omnibuslaw manfaatciptakerja,0.0,0.0,1.0,0.0,Negativ
mantap polisi tangkap sebar hoaks draft omnibus law ruu cipta kerja liput com news read,0.0,0.0,1.0,0.0,Negativ
marak omnibus law dunia akan omnibus law sejahtera masarakat ka sejahtera perintah acu tolak sebab tangan putus cipta kerja sengaja nikmat hah solusi,0.0,0.0,1.0,0.0,Negativ
mari diskus omnibus law ruu cipta kerja siksa buruh youtu be yrgvxcota,0.0,0.0,1.0,0.0,Negativ
mari diskusi omnibus law ruu cipta kerja siksa buruh youtu be yrgvxcota omnibuslaw ruuciptakerja,0.0,0.0,1.0,0.0,Negativ
mari simak omnibuslaw ruuciptakerja omnibus law ruu cipta kerja siksa buruh youtu be yrgvxcota mari diskus,0.0,0.0,1.0,0.0,Negativ
massa aksi hadir berangkat resah masyarakat akibat kesah ruu cipta kerja pribadi baca inti omnibus law esensi akademis nya hilang,0.0,0.0,1.0,0.0,Negativ
massa mahasiswa patung kuda jakarta pusat patung kuda gelar aksi tolak omnibus law uu cipta kerja foto ari saputra detikcom infobalaraja jakarta indonesia instagram com p cgvwyspmar,0.0,0.0,1.0,0.0,Negativ
massa pimpin organisir kuat militansi teguh hati juang batal omnibus law cipta kerja batalkanomnibuslaw cabutomnibuslaw reformasidikorupsi mositidakpercaya,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja sign the petition chng it mjggsd,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it bjqtjqx via,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it cgfpzm,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it cqyhnly,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it fcvrftnk,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it hpnylfx via,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it hsrwrny,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it hvmvflyq,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it jgffdkt,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it jgwdp,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it knzgvc,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it krsgbddt,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it kyzztt,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it mgqzvbwv,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it mgyqlhrh,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it mqgvn,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it mtsckjw,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it nwckf via,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it pnprybh,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it qtdqp via,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it rdgppfxt,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it rjkxv,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it rrrdhgd via,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it vwzyxq,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it xjcmnqq,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it yxcrpx via,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it yxfwcvht,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it ztvqwbmz,0.0,0.0,1.0,0.0,Negativ
masyarakat indonesia tolak ruu omnibus law cipta lapang kerja tandatangani petisi chng it zwnlyxhp via,0.0,0.0,1.0,0.0,Negativ
merjuangin jr omnibus law uu cipta kerja,0.0,0.0,1.0,0.0,Negativ
microfon mati pimpin dpr gimana rakyat matikanmikrofondpr ruu omnibuslaw cipta kerja,0.0,0.0,1.0,0.0,Negativ
minggu aksi massa lopor aliansi mahasiswa paser serentak indonesia tolak sah uu cipta kerja omnibus law,0.0,0.0,1.0,0.0,Negativ
mogok nasional lengser presiden nya yg syah omnibus law cipta kerja jokowibencanabagirakyat jokowibencanabagirakyat,0.0,0.0,1.0,0.0,Negativ
mogok nasional oktober tolak uu omnibuslaw cipta kerja batalkanomnibuslaw tolakomnibuslaw omnibuslaw mositidakpercaya dprrikhianatirakyat indonesia didingsudrajat,0.0,0.0,1.0,0.0,Negativ
mohon tanda tangan petisi tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it smtbfsy via,0.0,0.0,1.0,0.0,Negativ
mosi percaya tolak ruu omnibus law cipta lapang kerja mositidakpercaya tandatangani petisi chng it mcrrckfx,0.0,0.0,1.0,0.0,Negativ
nama uu nya aja cipta lapang kerja udah bandul regulasi condong mana omnibuslaw,0.0,0.0,1.0,0.0,Negativ
news detik com berita d- awi rangkai tangkap oktober hasil orang tangkap kait demonstrasi tolak omnibus law uu cipta kerja,0.0,0.0,1.0,0.0,Negativ
news detik com berita d- halaman naskah final omnibus law uu cipta kerja ubah halaman konfirmasi sekjen dpr indra iskandar,0.0,0.0,1.0,0.0,Negativ
news detik com berita d- halaman naskah omnibus law uu cipta kerja ubah pimpin dpr proses editing format tulis,0.0,0.0,1.0,0.0,Negativ
news detik com berita d- menhan prabowo subianto tanggap demo omnibus law cipta kerja ujung ricuh prabowo nilai hoax kait omnibus law,0.0,0.091,0.909,-0.2732,Negativ
news detik com berita d- perintah tindak ricuh tengah aksi demonstrasi tolak omnibus law undang uu cipta kerja perintah sikap proses hukum laku,0.0,0.0,1.0,0.0,Negativ
news detik com berita d- polisi tangkap admin akun follower twitter kait demo omnibus law uu cipta kerja ujung ricuh,0.0,0.0,1.0,0.0,Negativ
no comment omnibus law cipta kerja gw ga ilmu bidang gw ga akses kuasa masuk perintah gw percaya ahli hukum organisasi komunitas dalam isu,0.0,0.087,0.913,-0.296,Negativ
nyata sikap bassra tetap undang cipta kerja omnibus law zonainvestigasi com pernyataan-sik,0.0,0.0,1.0,0.0,Negativ
oi bang ayo mampir omnibus law ruu cipta kerja siksa buruh youtu be yrgvxcota,0.0,0.0,1.0,0.0,Negativ
oke lo nyuruh mundur kaltim indonesia tong emang nggak presiden kaltim btw udah baca uu omnibus law cipta kerja jelasin aja isi,0.0,0.0,1.0,0.0,Negativ
omnibus law cipta kerja,0.0,0.0,1.0,0.0,Negativ
omnibus law cipta kerja bijak perintah rugi rakyat langgar ham sistematis unjuk hak warga negara lindung uu no th coba larang halang,0.116,0.088,0.797,0.1779,Positif
omnibus law cipta kerja cepat rusa lingkung jihadpmiimenyala,0.0,0.0,1.0,0.0,Negativ
omnibus law cipta kerja covid sesak rumah sakit,0.0,0.0,1.0,0.0,Negativ
omnibus law cipta kerja hapus hambat investasi ekbis sindonews com read,0.0,0.0,1.0,0.0,Negativ
omnibus law cipta kerja inisiasi undang gabung sederhana undang undang relasi tri perintah daerah instansi bawah kemendagri dampak uu ciptaker,0.0,0.0,1.0,0.0,Negativ
omnibus law cipta kerja isi dampak buruh kompas com tren read,0.0,0.0,1.0,0.0,Negativ
omnibus law cipta kerja kritik habis sah kemarin isi an halaman beneran ud baca habis yg komen kayak udah luar kepala ya,0.0,0.0,1.0,0.0,Negativ
omnibus law cipta kerja masalah susul omnibus law sehat evaluasi anak buah jabat selesai tinggal sejarah jelek jabat stoppembahasanruukesehatan,0.0,0.0,1.0,0.0,Negativ
omnibus law cipta kerja mudah izin umkm,0.0,0.0,1.0,0.0,Negativ
omnibus law cipta kerja perintah ubah rezim tari pajak hasil anut worldwide tax system territorial tax system finansial bisnis com read,0.0,0.0,1.0,0.0,Negativ
omnibus law cipta kerja sapu jagat sektor hidup bangsa negara masyarakat indonesia dampak sektor agraria lingkung kelompok masyarakat adat mari diskusi sekolah agraria dpp gmni dppgmni gmni omnibuslaw,0.0,0.0,1.0,0.0,Negativ
omnibus law ruu cipta kerja siksa buruh youtu be yrgvxcota,0.0,0.0,1.0,0.0,Negativ
omnibus law ruu cipta kerja siksa buruh youtu be yrgvxcota ruuciptakerja omnibuslaw tolakomnisbuslaw,0.0,0.0,1.0,0.0,Negativ
omnibus law ruu cipta kerja siksa buruh youtu be yrgvxcota tolakomnisbuslaw omnibuslaw dprrikhianatirakyat dprkontol ruuciptakerja ruucilaka,0.0,0.0,1.0,0.0,Negativ
omnibus law ruu cipta kerja siksa buruh youtu be yrgvxcota tolakomnisbuslaw omnibuslaw ruuciptakerja,0.0,0.0,1.0,0.0,Negativ
omnibus law undang cipta kerja jalan pancasila uuciptakerja dukunguuciptaker ciptakersejahterakanrakyat ciptakermembangunindonesia,0.0,0.0,1.0,0.0,Negativ
omnibus law undang undang cipta kerja lepas pro kontra sisi undang undang omnibuslawberkah halal indonesia masyarakat dunia,0.0,0.0,1.0,0.0,Negativ
omnibus law uu cipta kerja boleh asing kuasa milik negara landas demokrasi sistem kenal halal haram daulat tangan rakyat manusia sumber tinggi buat bijak,0.0,0.0,1.0,0.0,Negativ
omnibus law uu cipta kerja dorong umkm inovasi digital,0.0,0.0,1.0,0.0,Negativ
omnibus law uu cipta kerja potensi muncul titik macet lintas ugm ac id id berita,0.0,0.0,1.0,0.0,Negativ
omnibus law uu cipta kerja sah ditandatangani proyek reklamasi teluk benoa bal jalan tol bandara bal utara mulus depan let s wait and see,0.0,0.0,1.0,0.0,Negativ
omnibus law uu cipta kerja sah dpr aksi buruh demo sebar daerah jelas presiden jokowi omnibuslaw uuciptakerja jokowiperiode tokohterpopuler com komunitas view,0.0,0.0,1.0,0.0,Negativ
omnibus law uu cipta tenaga kerja rame hoax sebar media sosial fakta uu cipta tenaga kerja,0.0,0.123,0.877,-0.2732,Negativ
omnibuslaw cipta kerja,0.0,0.0,1.0,0.0,Negativ
omnibuslaw cipta kerja langkah mamacu investasi tanah air uuciptakerja dukunguuciptaker ciptakersejahterakanrakyat ciptakermembangunindonesia,0.0,0.0,1.0,0.0,Negativ
omnibuslaw ricuh ciptakerja youtu be kwzh-o suasana tegang aksi tolak uu cipta kerja bandung,0.0,0.0,1.0,0.0,Negativ
omnibuslaw uu cipta kerja karpet merah budak modern diam lawan cabutomnibuslaw batalkanuuciptakerja,0.0,0.0,1.0,0.0,Negativ
omnibuslaw uu cipta kerja tidak sesuai konstitusi uud clear,0.245,0.0,0.755,0.3818,Positif
opsi perppu batal omnibuslaw cipta kerja demo aktivis mahasiswa rakyat aksi massa engk efek tolakuuciptakerjaa hidupmahasiswa dprpengkhianatrakyat gedungdprprovinsibengkulu,0.0,0.0,1.0,0.0,Negativ
paham omnibus law cipta kerja silah download google drive gw drive google com file d jgekp silah baca halaman ya,0.0,0.0,1.0,0.0,Negativ
paham omnibuslaw cipta kerja pemuda nekat baca malam demo al hasil,0.0,0.0,1.0,0.0,Negativ
pake otak gak proff yg batal biden putus presiden bkn undang jd gimana logika uu omnibuslaw cipta kerja yg dpr dgn mudah batal presiden doktor bodoh yg berfikir spt cc,0.0,0.0,1.0,0.0,Negativ
partai buruh juang hak hak politik buruh tani nelayan masyarakat adat negara sejahtera cabut batal uu omnibus law cipta kerja,0.244,0.0,0.756,0.7003,Positif
partai buruh komit konsisten lawan omnibus law uu budak cipta kerja youtu be whvuuqhjxga,0.0,0.0,1.0,0.0,Negativ
partai buruh kspi organisasi serikat buruh sikap perppu omnibuslaw uu cipta kerja video youtube pijar official youtu be snhhqphl s partaiburuh wearetheworkingclass kelaspekerja buruhbersatu omnibuslaw uuciptakerja cabutomnibuslaw cabutuuciptakerja,0.0,0.0,1.0,0.0,Negativ
partai buruh perppu isi batal omnibus law cipta kerja perppu kukuh ada isi perppu cipta celaka partai buruh baris depan tolak perppu partaiburuh,0.0,0.0,1.0,0.0,Negativ
partaiburuh tolak kesah omnibus law uu cipta kerja,0.0,0.0,1.0,0.0,Negativ
pasal uu cipta kerja dukung umkm mudah izin omnibuslaw ciptakerja perijinan izin izinusaha notaris virtualoffice jakarta jogja bandung special region of yogyakarta instagram com p cgjjxumblb,0.101,0.0,0.899,0.4019,Positif
pasca tuju undang cipta kerja uu ciptaker timbul tolak daerah kalang masyarakat buruh mahasiswa perintah tolak minta rakyat deras tolak omnibus law uu cipta kerja seru mengaj,0.0,0.0,1.0,0.0,Negativ
patroli polsek panongan pimpin iptu muslim sihotang sh antisipasi gera buruh rangka tolak kesah ruu omnibus law cipta kerja kawasan industri milenium kec panongan kab tangerang rabu,0.0,0.0,1.0,0.0,Negativ
pb pmii uji materi uu omnibus law cipta kerja mk jihadpmiimenyala,0.0,0.0,1.0,0.0,Negativ
percayajokowi menko polhukam mahfud md perintah proses hukum demonstrasi tolak omnibus law uu cipta kerja tindak anarkis kriminil daerah m antaranews com berita,0.0,0.0,1.0,0.0,Negativ
perihal omnibus law cipta kerja kopri,0.0,0.0,1.0,0.0,Negativ
perintah atas phk resmi omnibus law uu cipta kerja,0.0,0.0,1.0,0.0,Negativ
perintah dpr bohong publik naskah omnibus law halaman yg sdh serah dpr presiden ubah pasal dgn hapus pasal ttg migas uu cipta kerja jd skandal besar perintah yg malu indonesia,0.0,0.0,1.0,0.0,Negativ
perintah gaduh potensi sebab klaster covid dpr ri sah uu omnibus law cipta kerja,0.0,0.0,1.0,0.0,Negativ
perintah memposting uu cipta kerja omnibuslaw uu ketenagakerjaan banding nya biar orang duga duga makan hoaxs,0.0,0.0,1.0,0.0,Negativ
perpu situasi darurat perpu no omnibus law cipta kerja uu nya masalah beda masalah situasi darurat batalkanperpuno,0.0,0.121,0.879,-0.296,Negativ
pesan temen-temen bilang diem-diem aja uu omnibus law cipta kerja pro perintah sing do melu kabeh paham po isu tuntutane opo plis baca,0.0,0.141,0.859,-0.5574,Negativ
peta tarung uu cipta kerja ahmad khozinudin sastrawan politik menang lawan uu zalim omnibus law cipta kerja elemen buruh mahasiswa segenap kaum gera wajib rumus renstra rencana strategis tumpu,0.0,0.0,1.0,0.0,Negativ
pikir mahasiswa dpr sama suka sks sistem kebut malam beda mahasiswa lapor nilai dpr kesah ruu uu cipta kerja omnibus law tuju,0.0,0.0,1.0,0.0,Negativ
polisi sedia logistik demo omnibus law uu cipta kerja jakarta liput com news read,0.0,0.0,1.0,0.0,Negativ
polri selidik mobil pasok makan batu bom molotov rusuh demo omnibus law uu cipta kerja jakarta pmj,0.0,0.0,1.0,0.0,Negativ
polri tetap sangka demo ricuh omnibus law kota polda metro jaya selidik ricuh sela unjuk tolak uu cipta kerja orang tetap sangka,0.0,0.0,1.0,0.0,Negativ
pr jokowi luhut bentuk satgas omnibus law cipta kerja uuciptakerja economy okezone com read,0.0,0.0,1.0,0.0,Negativ
presiden perintah indonesia sederhana mudah regulasi hadir omnibus law undang cipta kerja presidenri go id siaran-pers be,0.0,0.0,1.0,0.0,Negativ
presiden yg visioner hebat jujur cinta rakyat khawatir dg uu cipta kerja omnibuslaw yg bagus penting gan rakyat indonesia dukung sher seluruh pelosok nkri,0.0,0.0,1.0,0.0,Negativ
pribadi tolak ruu omnibus law tolak ruu omnibus law cipta lapang kerja mositidakpercaya chng it mhxtm via,0.0,0.0,1.0,0.0,Negativ
rapat paripurna dpr ri gelar senin kompleks dpr resmi kesah omnibus law rancang undang undang ruu cipta kerja undang undang tolakomnisbuslaw covid covidindonesia m cnnindonesia com nasional,0.0,0.0,1.0,0.0,Negativ
repost co kompasiana com pro kontra omnibus law undang cipta kerja muncul lengkap kompasiana com irfaifadlullah omnibuslaw ciptakerja tenagamedis tenagakesehatan dokter paranormal dukun sehat medis,0.0,0.0,1.0,0.0,Negativ
reposted from deklarasi damai tolak demo anarkis masyarakat kota magelang tempat gedung wanita elemen masyarakat kota magelang gelar deklarasi damai tolak aksi anarkis unjuk omnibus law undang undang cipta kerja senin,0.0,0.0,1.0,0.0,Negativ
resolusi jihad santri tolak omnibus law cipta kerja hidup santri lawan hidup rakyat juang mositidakpercaya cabutomnibuslaw batalkanomnibuslaw santrimenolakomnibuslaw,0.0,0.0,1.0,0.0,Negativ
revisi uu ppp mulus omnibus law hasil uu cipta kerja mudah tahan kaum buruh panjang budak simak youtu be lvtirmebfk bicaralahburuh,0.0,0.0,1.0,0.0,Negativ
ribut omnibus law uu cipta kerja jogetin aja moliendo cafe versi asli kopi dangdut omnibuslaw ciptakerja moliendocafe kopidangdut jogetinaja viralin orisinil hakcipta south jakarta instagram com p cgisfunqof,0.0,0.0,1.0,0.0,Negativ
rindu berat halang rindu cengkerama aksi lawan omnibus law cipta kerja rinduberat rinduaksi cabutomnibuslaw,0.0,0.0,1.0,0.0,Negativ
